Sales Person,Geo,Product,Date,Amount,Boxes
SP07,G6,P15,13-01-2023,7889,494
SP23,G3,P16,13-01-2023,693,23
SP16,G2,P09,13-01-2023,9548,735
SP04,G4,P21,13-01-2023,4445,203
SP10,G3,P14,13-01-2023,1288,86
SP15,G3,P13,13-01-2023,6167,257
SP05,G6,P03,13-01-2023,6909,364
SP08,G5,P02,13-01-2023,2296,154
SP03,G4,P05,14-01-2023,406,24
SP04,G1,P07,14-01-2023,1904,71
SP14,G6,P03,14-01-2023,9443,430
SP14,G2,P18,14-01-2023,1232,38
SP05,G6,P05,14-01-2023,1519,95
SP24,G6,P12,14-01-2023,231,14
SP16,G3,P11,15-01-2023,4907,205
SP20,G5,P08,15-01-2023,5999,316
SP21,G6,P16,15-01-2023,2863,99
SP02,G5,P16,15-01-2023,3430,132
SP22,G3,P17,15-01-2023,13405,463
SP13,G2,P18,15-01-2023,1981,67
SP14,G5,P02,15-01-2023,9373,1042
SP11,G6,P13,15-01-2023,12089,637
SP16,G2,P07,15-01-2023,2940,109
SP14,G4,P21,15-01-2023,2149,127
SP13,G3,P14,15-01-2023,7378,462
SP21,G3,P11,15-01-2023,945,30
SP14,G2,P05,15-01-2023,1225,82
SP02,G3,P02,15-01-2023,8484,606
SP10,G5,P15,15-01-2023,2009,155
SP13,G2,P09,15-01-2023,11473,1913
SP07,G1,P22,15-01-2023,945,45
SP19,G5,P11,15-01-2023,973,41
SP09,G6,P14,15-01-2023,6517,593
SP11,G4,P07,16-01-2023,7798,312
SP11,G4,P05,16-01-2023,966,57
SP04,G4,P02,16-01-2023,917,77
SP09,G6,P01,16-01-2023,434,17
SP14,G5,P07,16-01-2023,9037,323
SP13,G5,P20,16-01-2023,364,22
SP12,G2,P03,16-01-2023,7903,416
SP05,G2,P13,16-01-2023,8540,389
SP18,G3,P05,16-01-2023,4130,207
SP02,G2,P06,16-01-2023,2653,166
SP22,G6,P06,16-01-2023,7133,549
SP09,G2,P17,16-01-2023,6678,268
SP11,G1,P18,16-01-2023,9884,396
SP18,G5,P02,16-01-2023,11417,1269
SP09,G1,P18,16-01-2023,11039,409
SP07,G5,P16,16-01-2023,189,7
SP18,G1,P21,16-01-2023,2835,135
SP12,G3,P16,16-01-2023,4214,141
SP11,G1,P06,16-01-2023,3031,145
SP25,G1,P13,16-01-2023,4851,211
SP13,G6,P06,16-01-2023,4543,240
SP11,G5,P15,19-01-2023,3108,389
SP14,G6,P07,19-01-2023,3563,128
SP24,G1,P04,19-01-2023,8981,499
SP06,G3,P07,19-01-2023,833,34
SP21,G3,P18,19-01-2023,4165,155
SP06,G4,P07,19-01-2023,896,36
SP06,G3,P15,19-01-2023,12943,925
SP09,G1,P08,19-01-2023,3983,182
SP13,G5,P10,20-01-2023,4025,161
SP02,G4,P08,20-01-2023,4809,241
SP11,G5,P06,20-01-2023,6398,400
SP14,G2,P20,20-01-2023,2387,171
SP20,G1,P15,20-01-2023,5789,446
SP22,G2,P18,20-01-2023,6769,219
SP25,G6,P14,20-01-2023,3248,271
SP07,G3,P16,20-01-2023,11473,499
SP02,G1,P04,20-01-2023,819,49
SP20,G2,P22,20-01-2023,6195,239
SP06,G2,P22,20-01-2023,2961,119
SP12,G5,P10,20-01-2023,3360,147
SP11,G2,P03,20-01-2023,10059,592
SP09,G6,P10,20-01-2023,5257,229
SP23,G2,P20,21-01-2023,1596,84
SP12,G1,P17,21-01-2023,8316,320
SP02,G6,P02,21-01-2023,3283,235
SP12,G1,P11,21-01-2023,6727,217
SP10,G5,P13,21-01-2023,1344,68
SP04,G5,P05,21-01-2023,4774,319
SP12,G2,P01,21-01-2023,399,14
SP22,G5,P01,21-01-2023,3024,121
SP13,G5,P03,21-01-2023,602,41
SP15,G1,P21,21-01-2023,8673,434
SP16,G5,P20,21-01-2023,12404,591
SP05,G3,P06,21-01-2023,9541,637
SP16,G2,P03,21-01-2023,483,25
SP05,G4,P07,21-01-2023,2709,97
SP07,G6,P04,21-01-2023,10983,687
SP21,G4,P18,22-01-2023,4326,140
SP12,G4,P05,22-01-2023,112,7
SP20,G2,P15,22-01-2023,5565,619
SP20,G5,P02,22-01-2023,9898,1100
SP19,G2,P11,22-01-2023,476,20
SP24,G2,P06,22-01-2023,4599,329
SP04,G2,P14,22-01-2023,3031,190
SP02,G6,P11,22-01-2023,5208,186
SP05,G2,P21,22-01-2023,5873,267
SP12,G1,P10,22-01-2023,16968,653
SP17,G2,P21,22-01-2023,12635,903
SP13,G4,P08,22-01-2023,567,34
SP06,G6,P16,22-01-2023,8246,330
SP17,G4,P09,23-01-2023,3101,239
SP22,G3,P20,23-01-2023,4326,228
SP14,G4,P06,23-01-2023,5376,317
SP06,G4,P10,23-01-2023,2240,102
SP23,G6,P12,23-01-2023,784,44
SP01,G3,P03,26-01-2023,2240,118
SP01,G3,P22,26-01-2023,6643,266
SP03,G2,P20,26-01-2023,4459,235
SP14,G3,P21,26-01-2023,6713,373
SP11,G3,P10,26-01-2023,3108,116
SP10,G3,P21,26-01-2023,11116,530
SP06,G2,P08,26-01-2023,406,18
SP17,G6,P19,26-01-2023,6055,757
SP21,G5,P01,26-01-2023,2968,106
SP24,G3,P08,27-01-2023,5369,256
SP08,G5,P17,27-01-2023,9268,371
SP06,G6,P18,27-01-2023,7735,287
SP07,G3,P21,27-01-2023,8540,407
SP17,G2,P20,27-01-2023,6265,369
SP17,G4,P18,27-01-2023,98,4
SP22,G2,P01,27-01-2023,7105,237
SP07,G6,P22,27-01-2023,10605,483
SP18,G2,P06,27-01-2023,20384,1359
SP14,G2,P07,27-01-2023,364,15
SP10,G1,P11,27-01-2023,6881,238
SP16,G5,P11,27-01-2023,483,20
SP14,G6,P20,27-01-2023,11284,753
SP21,G4,P10,27-01-2023,1449,52
SP05,G6,P08,28-01-2023,7273,317
SP10,G3,P07,28-01-2023,6916,277
SP15,G6,P06,28-01-2023,868,52
SP01,G6,P20,28-01-2023,952,53
SP16,G4,P06,28-01-2023,3220,190
SP18,G4,P22,28-01-2023,3745,209
SP04,G3,P03,29-01-2023,10878,473
SP21,G4,P02,29-01-2023,2653,295
SP13,G2,P22,29-01-2023,1043,53
SP25,G2,P14,29-01-2023,5257,526
SP17,G1,P04,29-01-2023,9639,439
SP15,G4,P04,29-01-2023,12950,720
SP01,G5,P19,29-01-2023,2884,412
SP03,G1,P03,29-01-2023,3024,132
SP03,G4,P03,29-01-2023,9394,553
SP07,G4,P10,29-01-2023,3878,177
SP23,G4,P05,29-01-2023,9863,520
SP11,G5,P14,29-01-2023,3451,346
SP19,G5,P21,29-01-2023,8078,385
SP16,G2,P22,29-01-2023,3115,120
SP16,G3,P08,29-01-2023,1981,95
SP19,G4,P13,29-01-2023,8078,426
SP24,G3,P07,29-01-2023,8757,351
SP08,G5,P14,29-01-2023,4466,406
SP04,G3,P18,30-01-2023,896,34
SP15,G3,P21,30-01-2023,10045,670
SP06,G4,P06,30-01-2023,12845,857
SP20,G3,P06,30-01-2023,8708,581
SP02,G1,P19,30-01-2023,476,44
SP25,G4,P04,30-01-2023,2625,120
SP23,G3,P12,30-01-2023,10969,646
SP01,G2,P02,02-02-2023,14763,985
SP20,G4,P19,02-02-2023,13188,1884
SP05,G2,P03,02-02-2023,6944,386
SP20,G5,P17,02-02-2023,8561,306
SP16,G4,P17,02-02-2023,4753,217
SP24,G1,P07,02-02-2023,10388,473
SP18,G5,P17,02-02-2023,8057,310
SP01,G6,P08,02-02-2023,7,1
SP04,G4,P15,02-02-2023,1666,209
SP23,G2,P01,02-02-2023,3934,158
SP12,G1,P18,02-02-2023,11746,368
SP06,G5,P09,02-02-2023,10150,1015
SP21,G6,P03,02-02-2023,8204,513
SP01,G4,P03,02-02-2023,8015,501
SP17,G1,P05,02-02-2023,2695,159
SP22,G1,P12,02-02-2023,4277,286
SP05,G1,P17,02-02-2023,1617,68
SP17,G1,P22,02-02-2023,6181,248
SP19,G3,P13,03-02-2023,5957,249
SP24,G5,P21,03-02-2023,4550,253
SP05,G6,P11,03-02-2023,7217,278
SP06,G1,P06,03-02-2023,4151,260
SP10,G3,P18,03-02-2023,7910,256
SP15,G4,P07,03-02-2023,5446,188
SP24,G6,P09,03-02-2023,9443,1050
SP13,G5,P07,03-02-2023,7945,346
SP14,G2,P13,03-02-2023,6167,257
SP02,G3,P09,04-02-2023,12404,955
SP14,G4,P22,04-02-2023,7168,378
SP16,G5,P03,04-02-2023,2779,155
SP12,G5,P04,05-02-2023,17843,1190
SP09,G1,P03,05-02-2023,1491,68
SP23,G6,P11,05-02-2023,4907,164
SP20,G2,P09,05-02-2023,11452,1273
SP17,G5,P14,05-02-2023,7301,812
SP06,G5,P12,05-02-2023,1708,122
SP16,G2,P10,05-02-2023,6013,215
SP12,G2,P12,05-02-2023,3654,261
SP18,G1,P19,05-02-2023,13279,1660
SP21,G1,P18,05-02-2023,8554,276
SP11,G3,P14,05-02-2023,8554,713
SP24,G6,P10,05-02-2023,14,1
SP19,G6,P03,05-02-2023,2156,114
SP13,G6,P20,06-02-2023,3605,181
SP25,G5,P10,06-02-2023,3668,142
SP06,G6,P06,06-02-2023,6909,329
SP19,G2,P15,06-02-2023,7434,744
SP11,G4,P20,06-02-2023,2030,127
SP23,G6,P15,06-02-2023,12201,763
SP09,G5,P01,06-02-2023,5075,203
SP15,G4,P20,06-02-2023,9478,527
SP14,G5,P15,06-02-2023,4774,597
SP03,G2,P01,06-02-2023,7413,323
SP20,G6,P15,06-02-2023,5950,744
SP01,G3,P01,06-02-2023,4592,192
SP17,G3,P13,06-02-2023,42,2
SP07,G2,P21,06-02-2023,1148,77
SP06,G2,P20,09-02-2023,3122,165
SP22,G4,P08,09-02-2023,6510,362
SP17,G1,P01,09-02-2023,1421,53
SP17,G6,P10,09-02-2023,273,13
SP06,G1,P13,09-02-2023,15400,963
SP07,G3,P02,09-02-2023,11193,700
SP06,G5,P08,09-02-2023,15813,753
SP02,G3,P13,09-02-2023,4375,274
SP14,G2,P02,09-02-2023,11683,899
SP23,G5,P10,09-02-2023,9009,361
SP17,G5,P10,09-02-2023,7112,264
SP16,G5,P09,09-02-2023,882,126
SP20,G1,P19,09-02-2023,5152,644
SP08,G3,P03,09-02-2023,2947,174
SP07,G2,P13,09-02-2023,2905,146
SP10,G6,P17,09-02-2023,2548,107
SP22,G4,P07,09-02-2023,3437,157
SP02,G2,P04,09-02-2023,5740,410
SP05,G6,P13,09-02-2023,2842,168
SP01,G2,P08,09-02-2023,9863,429
SP09,G2,P08,09-02-2023,2772,164
SP10,G5,P06,09-02-2023,7833,603
SP06,G1,P15,10-02-2023,10248,684
SP09,G6,P04,10-02-2023,5677,355
SP17,G3,P09,10-02-2023,8596,1433
SP04,G3,P10,10-02-2023,6657,267
SP05,G1,P15,10-02-2023,8134,678
SP13,G4,P17,10-02-2023,3122,105
SP16,G4,P14,10-02-2023,875,55
SP14,G6,P17,10-02-2023,3199,134
SP20,G1,P09,10-02-2023,5600,700
SP23,G2,P21,10-02-2023,2646,177
SP02,G3,P08,10-02-2023,16940,706
SP24,G6,P16,10-02-2023,9191,368
SP03,G5,P20,10-02-2023,9562,456
SP06,G4,P18,10-02-2023,567,20
SP21,G2,P12,10-02-2023,5173,288
SP07,G4,P09,10-02-2023,4781,342
SP03,G1,P18,10-02-2023,6111,191
SP02,G4,P06,10-02-2023,2373,119
SP19,G1,P04,10-02-2023,17892,1278
SP05,G2,P17,10-02-2023,1729,70
SP19,G4,P02,10-02-2023,4508,282
SP14,G4,P11,11-02-2023,11641,432
SP25,G3,P07,11-02-2023,3647,131
SP05,G3,P16,11-02-2023,5670,237
SP23,G2,P05,11-02-2023,1036,58
SP22,G4,P04,11-02-2023,11067,615
SP12,G3,P17,11-02-2023,3010,131
SP04,G4,P03,11-02-2023,4753,207
SP02,G6,P04,11-02-2023,11690,616
SP11,G1,P21,11-02-2023,1428,96
SP18,G6,P19,11-02-2023,5467,547
SP01,G5,P22,11-02-2023,11018,501
SP16,G1,P15,11-02-2023,10171,1272
SP25,G2,P04,11-02-2023,4935,260
SP21,G1,P11,11-02-2023,2499,81
SP22,G3,P03,11-02-2023,2492,139
SP12,G6,P15,11-02-2023,17549,1755
SP23,G6,P18,11-02-2023,6636,256
SP23,G3,P11,11-02-2023,8904,308
SP20,G6,P09,11-02-2023,16702,1392
SP05,G3,P07,11-02-2023,1701,59
SP08,G6,P22,11-02-2023,10269,541
SP22,G6,P09,11-02-2023,4410,630
SP07,G6,P14,12-02-2023,1610,115
SP16,G3,P21,12-02-2023,14399,800
SP11,G4,P10,12-02-2023,1169,49
SP07,G6,P20,12-02-2023,13867,694
SP10,G2,P19,12-02-2023,2261,283
SP21,G1,P17,12-02-2023,2394,83
SP23,G5,P01,12-02-2023,5243,228
SP19,G4,P08,12-02-2023,4501,196
SP12,G6,P18,13-02-2023,2513,77
SP12,G3,P10,13-02-2023,2828,114
SP07,G2,P09,13-02-2023,13944,1550
SP13,G2,P16,13-02-2023,3136,112
SP06,G6,P03,13-02-2023,6587,347
SP15,G4,P10,13-02-2023,2254,87
SP09,G4,P09,13-02-2023,6356,795
SP03,G1,P06,13-02-2023,2688,168
SP24,G3,P12,13-02-2023,5719,477
SP15,G6,P14,13-02-2023,238,27
SP13,G1,P18,13-02-2023,3486,113
SP19,G1,P03,13-02-2023,4228,193
SP12,G6,P11,16-02-2023,12054,389
SP23,G5,P15,16-02-2023,777,52
SP11,G1,P03,16-02-2023,1281,81
SP19,G1,P05,16-02-2023,15043,836
SP08,G3,P01,16-02-2023,7959,319
SP20,G2,P06,16-02-2023,651,31
SP08,G2,P15,16-02-2023,14280,1190
SP08,G5,P20,16-02-2023,672,42
SP02,G1,P17,16-02-2023,420,15
SP22,G1,P08,16-02-2023,9527,397
SP11,G2,P21,16-02-2023,3262,164
SP07,G5,P09,16-02-2023,5201,401
SP09,G6,P18,16-02-2023,9905,331
SP22,G5,P21,16-02-2023,2457,176
SP08,G4,P06,16-02-2023,8890,494
SP15,G2,P06,17-02-2023,1960,109
SP17,G1,P21,17-02-2023,4487,214
SP12,G5,P15,17-02-2023,2240,249
SP21,G2,P07,17-02-2023,308,14
SP04,G5,P01,17-02-2023,1568,61
SP14,G1,P09,18-02-2023,6510,465
SP19,G6,P16,18-02-2023,5992,207
SP12,G3,P07,18-02-2023,609,24
SP18,G6,P08,18-02-2023,8141,340
SP02,G5,P14,18-02-2023,12908,1174
SP14,G4,P13,18-02-2023,266,15
SP14,G5,P21,18-02-2023,14672,816
SP09,G4,P18,18-02-2023,8540,285
SP22,G3,P04,18-02-2023,546,26
SP24,G5,P22,18-02-2023,1631,86
SP09,G1,P12,18-02-2023,203,21
SP25,G5,P13,18-02-2023,3451,165
SP16,G4,P18,18-02-2023,9303,282
SP14,G2,P21,18-02-2023,5565,293
SP18,G3,P15,18-02-2023,6083,676
SP09,G2,P06,18-02-2023,3808,293
SP25,G5,P07,18-02-2023,4634,172
SP05,G6,P02,18-02-2023,1085,68
SP18,G3,P10,19-02-2023,9506,476
SP08,G3,P08,19-02-2023,6468,270
SP08,G2,P22,19-02-2023,10766,490
SP11,G1,P11,19-02-2023,2359,91
SP23,G4,P20,19-02-2023,273,21
SP25,G5,P02,19-02-2023,7217,602
SP07,G5,P15,19-02-2023,8386,560
SP01,G4,P08,19-02-2023,13111,625
SP09,G2,P22,19-02-2023,287,16
SP18,G5,P10,19-02-2023,11795,492
SP04,G3,P12,19-02-2023,7721,483
SP25,G4,P15,19-02-2023,147,11
SP25,G5,P19,19-02-2023,2891,207
SP06,G1,P12,19-02-2023,875,49
SP01,G6,P02,19-02-2023,910,102
SP09,G2,P15,20-02-2023,1498,100
SP23,G3,P05,20-02-2023,1099,74
SP09,G3,P11,20-02-2023,805,26
SP22,G2,P03,20-02-2023,2268,152
SP02,G2,P01,20-02-2023,1568,69
SP24,G6,P14,20-02-2023,49,4
SP08,G3,P07,20-02-2023,12558,503
SP25,G5,P06,20-02-2023,2856,179
SP15,G4,P01,20-02-2023,896,32
SP12,G4,P03,20-02-2023,2709,118
SP01,G5,P15,20-02-2023,1729,217
SP24,G4,P03,20-02-2023,5215,326
SP16,G6,P20,20-02-2023,1008,56
SP09,G2,P18,20-02-2023,10661,356
SP14,G1,P12,20-02-2023,6713,560
SP08,G3,P11,20-02-2023,5320,190
SP19,G2,P04,20-02-2023,3850,193
SP23,G5,P22,20-02-2023,616,27
SP17,G2,P12,20-02-2023,3318,237
SP08,G1,P12,20-02-2023,1876,134
SP25,G4,P10,20-02-2023,10724,511
SP20,G1,P07,20-02-2023,1757,61
SP07,G5,P04,20-02-2023,11060,692
SP19,G1,P11,20-02-2023,1645,64
SP22,G6,P07,23-02-2023,952,34
SP21,G1,P22,23-02-2023,2786,155
SP14,G6,P04,23-02-2023,8659,394
SP21,G6,P09,23-02-2023,9765,698
SP25,G5,P14,23-02-2023,6314,451
SP24,G4,P15,23-02-2023,4431,296
SP25,G5,P05,23-02-2023,1918,113
SP05,G6,P21,23-02-2023,6111,322
SP18,G6,P07,23-02-2023,329,13
SP09,G2,P05,23-02-2023,6146,473
SP25,G4,P20,23-02-2023,4529,324
SP21,G1,P21,23-02-2023,3241,232
SP13,G5,P04,24-02-2023,1120,63
SP03,G5,P05,24-02-2023,770,52
SP02,G4,P11,24-02-2023,8064,279
SP13,G1,P10,24-02-2023,3780,172
SP01,G5,P04,24-02-2023,1211,58
SP04,G1,P09,24-02-2023,2338,167
SP09,G5,P16,24-02-2023,1666,54
SP10,G4,P18,25-02-2023,1057,38
SP22,G1,P05,25-02-2023,11291,706
SP18,G1,P06,25-02-2023,5103,243
SP16,G2,P15,25-02-2023,2982,213
SP06,G2,P01,25-02-2023,1274,51
SP06,G6,P14,26-02-2023,2786,164
SP05,G4,P05,26-02-2023,7609,401
SP02,G5,P03,26-02-2023,5285,265
SP06,G4,P12,26-02-2023,196,18
SP08,G5,P15,26-02-2023,945,63
SP04,G3,P16,27-02-2023,8638,376
SP03,G1,P20,27-02-2023,12446,593
SP01,G2,P21,27-02-2023,140,7
SP08,G6,P21,27-02-2023,903,43
SP24,G6,P21,27-02-2023,7742,517
SP14,G5,P17,27-02-2023,525,21
SP20,G4,P14,27-02-2023,8428,937
SP21,G5,P13,27-02-2023,784,42
SP15,G3,P05,28-02-2023,4403,294
SP18,G2,P08,28-02-2023,1022,45
SP12,G6,P20,28-02-2023,10080,720
SP21,G1,P12,28-02-2023,9212,709
SP15,G5,P12,28-02-2023,7392,740
SP16,G3,P17,28-02-2023,6174,229
SP04,G3,P11,28-02-2023,2709,105
SP04,G5,P18,28-02-2023,9303,333
SP20,G4,P17,28-02-2023,2401,101
SP10,G6,P07,28-02-2023,126,6
SP16,G6,P13,28-02-2023,2695,118
SP08,G4,P20,28-02-2023,7882,493
SP20,G5,P01,28-02-2023,13370,432
SP20,G3,P11,28-02-2023,5215,174
SP18,G2,P02,28-02-2023,12978,1082
SP25,G2,P07,28-02-2023,15813,688
SP24,G1,P21,28-02-2023,749,45
SP15,G4,P22,28-02-2023,6020,241
SP09,G2,P11,28-02-2023,2135,67
SP07,G1,P04,28-02-2023,10927,608
SP17,G5,P04,28-02-2023,2275,120
SP17,G4,P05,28-02-2023,9443,450
SP04,G5,P02,28-02-2023,11326,944
SP21,G3,P10,28-02-2023,2100,105
SP25,G6,P04,01-03-2023,1127,54
SP05,G1,P07,01-03-2023,5026,219
SP23,G6,P07,01-03-2023,4991,185
SP01,G1,P14,01-03-2023,175,12
SP14,G4,P01,01-03-2023,9968,356
SP21,G4,P20,01-03-2023,4977,277
SP20,G1,P11,01-03-2023,3423,123
SP13,G2,P01,01-03-2023,7952,319
SP06,G4,P11,01-03-2023,5859,245
SP04,G1,P02,01-03-2023,3920,262
SP03,G4,P18,01-03-2023,4774,165
SP11,G6,P07,01-03-2023,4165,139
SP23,G6,P08,01-03-2023,7518,358
SP04,G1,P22,01-03-2023,4249,237
SP08,G4,P10,01-03-2023,2492,89
SP13,G6,P10,01-03-2023,4914,176
SP22,G4,P01,01-03-2023,6132,212
SP25,G6,P09,02-03-2023,910,114
SP21,G3,P04,02-03-2023,2212,101
SP15,G5,P16,02-03-2023,5796,207
SP21,G5,P05,02-03-2023,20181,1010
SP08,G5,P12,02-03-2023,6272,571
SP21,G4,P09,02-03-2023,3171,244
SP12,G6,P13,02-03-2023,567,27
SP05,G3,P15,02-03-2023,1701,171
SP02,G5,P20,03-03-2023,11704,836
SP10,G2,P05,03-03-2023,420,25
SP18,G6,P09,03-03-2023,840,60
SP05,G3,P14,03-03-2023,9940,663
SP05,G5,P06,03-03-2023,7392,528
SP16,G6,P12,03-03-2023,434,28
SP07,G2,P02,03-03-2023,2982,187
SP13,G4,P18,06-03-2023,357,11
SP09,G3,P16,06-03-2023,12999,500
SP03,G6,P05,06-03-2023,3920,280
SP01,G1,P03,06-03-2023,6741,338
SP22,G6,P22,06-03-2023,4529,175
SP10,G2,P02,06-03-2023,4340,543
SP01,G1,P10,07-03-2023,10262,467
SP12,G4,P15,07-03-2023,5845,488
SP20,G3,P22,07-03-2023,3577,144
SP16,G2,P21,07-03-2023,5789,414
SP14,G5,P08,08-03-2023,2912,133
SP06,G5,P18,08-03-2023,182,7
SP24,G6,P15,08-03-2023,5152,573
SP21,G1,P07,08-03-2023,10206,444
SP02,G3,P07,08-03-2023,4347,189
SP16,G1,P04,08-03-2023,4935,260
SP08,G5,P13,08-03-2023,1813,96
SP10,G3,P16,08-03-2023,2289,74
SP08,G2,P14,08-03-2023,3794,422
SP13,G2,P17,09-03-2023,5278,203
SP01,G4,P16,09-03-2023,2940,95
SP11,G1,P12,09-03-2023,8120,452
SP12,G1,P20,09-03-2023,5565,279
SP18,G5,P01,09-03-2023,1526,64
SP21,G4,P16,09-03-2023,9611,418
SP22,G6,P08,10-03-2023,7518,342
SP02,G6,P13,10-03-2023,13580,591
SP04,G2,P10,10-03-2023,3976,160
SP05,G4,P14,10-03-2023,11277,664
SP01,G5,P10,10-03-2023,5068,242
SP08,G1,P09,10-03-2023,8267,689
SP17,G1,P08,10-03-2023,8862,522
SP23,G3,P07,10-03-2023,15015,653
SP06,G1,P08,10-03-2023,4438,247
SP15,G5,P08,10-03-2023,9128,508
SP22,G3,P21,10-03-2023,2709,129
SP05,G6,P01,10-03-2023,15960,639
SP16,G1,P01,10-03-2023,5439,182
SP04,G5,P08,10-03-2023,1540,74
SP18,G5,P11,10-03-2023,14728,476
SP17,G1,P11,10-03-2023,4704,157
SP19,G3,P03,10-03-2023,1540,74
SP08,G4,P17,10-03-2023,11109,428
SP13,G4,P14,10-03-2023,1638,182
SP18,G4,P06,10-03-2023,2541,128
SP07,G3,P22,10-03-2023,231,12
SP12,G1,P22,10-03-2023,11249,490
SP01,G6,P05,10-03-2023,5306,332
SP06,G3,P13,10-03-2023,2079,123
SP10,G4,P13,10-03-2023,1148,61
SP22,G3,P12,13-03-2023,322,33
SP15,G6,P16,13-03-2023,1239,42
SP08,G1,P01,13-03-2023,16681,596
SP22,G4,P05,13-03-2023,98,6
SP04,G6,P11,13-03-2023,5649,202
SP08,G2,P21,13-03-2023,2870,180
SP07,G4,P03,13-03-2023,4151,219
SP09,G5,P17,13-03-2023,3962,159
SP24,G4,P16,13-03-2023,7119,238
SP03,G2,P16,13-03-2023,1393,52
SP10,G6,P22,13-03-2023,9506,414
SP13,G3,P08,13-03-2023,8897,495
SP11,G5,P21,13-03-2023,12019,752
SP16,G5,P10,13-03-2023,12439,622
SP05,G1,P22,13-03-2023,3612,191
SP24,G2,P08,13-03-2023,2646,111
SP09,G2,P21,13-03-2023,511,35
SP06,G4,P03,13-03-2023,4207,192
SP18,G3,P12,13-03-2023,10290,606
SP10,G4,P07,13-03-2023,6069,264
SP02,G2,P07,14-03-2023,12292,410
SP07,G4,P15,14-03-2023,3794,475
SP09,G6,P07,14-03-2023,16793,700
SP11,G6,P02,14-03-2023,5327,381
SP04,G6,P20,14-03-2023,1267,61
SP19,G4,P22,14-03-2023,3514,185
SP04,G2,P03,14-03-2023,10157,535
SP07,G2,P10,14-03-2023,9555,399
SP11,G2,P04,14-03-2023,8960,427
SP18,G1,P10,14-03-2023,581,21
SP19,G2,P12,15-03-2023,735,41
SP18,G3,P18,15-03-2023,7084,284
SP16,G6,P11,15-03-2023,4438,139
SP14,G4,P12,15-03-2023,9646,603
SP14,G2,P12,15-03-2023,3759,290
SP20,G1,P06,15-03-2023,721,38
SP05,G4,P09,15-03-2023,5887,655
SP22,G1,P21,15-03-2023,7924,496
SP17,G2,P08,15-03-2023,7343,306
SP20,G4,P15,15-03-2023,994,83
SP11,G1,P16,15-03-2023,1568,66
SP07,G5,P05,15-03-2023,959,57
SP18,G6,P15,15-03-2023,5355,670
SP04,G5,P12,15-03-2023,12915,1175
SP20,G1,P05,16-03-2023,5621,352
SP23,G2,P09,16-03-2023,5089,364
SP10,G4,P21,16-03-2023,13993,737
SP19,G4,P16,16-03-2023,4242,152
SP23,G3,P09,16-03-2023,2842,406
SP04,G5,P07,17-03-2023,8862,370
SP23,G2,P13,17-03-2023,19054,794
SP10,G3,P19,17-03-2023,5551,694
SP16,G6,P05,17-03-2023,1946,93
SP16,G6,P21,17-03-2023,966,44
SP13,G6,P01,17-03-2023,2730,119
SP02,G1,P07,17-03-2023,10010,358
SP03,G3,P04,17-03-2023,4529,302
SP12,G1,P19,17-03-2023,9891,660
SP18,G3,P17,17-03-2023,2275,99
SP21,G5,P17,20-03-2023,3241,116
SP02,G6,P19,20-03-2023,917,66
SP05,G4,P08,20-03-2023,3913,245
SP24,G6,P17,21-03-2023,1792,75
SP22,G5,P20,21-03-2023,5761,339
SP22,G5,P18,21-03-2023,5327,214
SP08,G1,P13,21-03-2023,1519,95
SP20,G2,P13,21-03-2023,11326,515
SP22,G6,P04,21-03-2023,7252,427
SP21,G5,P18,21-03-2023,12929,418
SP03,G3,P09,21-03-2023,2996,428
SP10,G1,P14,21-03-2023,1239,89
SP19,G4,P04,21-03-2023,9128,481
SP13,G4,P06,21-03-2023,4137,319
SP07,G5,P22,21-03-2023,6482,260
SP11,G1,P07,21-03-2023,1393,50
SP14,G4,P08,21-03-2023,11627,727
SP03,G5,P09,22-03-2023,3080,257
SP05,G2,P19,22-03-2023,12180,812
SP19,G6,P18,22-03-2023,462,16
SP19,G6,P02,22-03-2023,1498,107
SP01,G4,P20,23-03-2023,1589,89
SP22,G3,P22,23-03-2023,2184,95
SP10,G3,P13,23-03-2023,3073,129
SP17,G1,P07,23-03-2023,16513,551
SP07,G3,P13,23-03-2023,2051,90
SP19,G1,P19,23-03-2023,11109,1111
SP05,G5,P03,23-03-2023,574,25
SP01,G3,P11,24-03-2023,7532,314
SP10,G3,P12,24-03-2023,504,51
SP22,G2,P14,24-03-2023,12642,1054
SP11,G2,P07,24-03-2023,2569,92
SP12,G3,P11,24-03-2023,476,16
SP03,G5,P13,24-03-2023,9884,430
SP04,G5,P11,24-03-2023,3731,150
SP05,G5,P17,24-03-2023,6727,293
SP19,G2,P07,24-03-2023,1869,67
SP05,G6,P16,24-03-2023,3262,142
SP23,G2,P07,24-03-2023,8057,299
SP22,G5,P22,24-03-2023,91,5
SP19,G1,P10,24-03-2023,3122,131
SP19,G5,P04,24-03-2023,5033,360
SP15,G5,P19,24-03-2023,2184,182
SP18,G3,P04,24-03-2023,721,41
SP17,G5,P15,24-03-2023,5061,390
SP18,G4,P14,27-03-2023,12152,1105
SP19,G5,P12,27-03-2023,15526,1195
SP01,G1,P11,27-03-2023,14525,581
SP18,G1,P04,27-03-2023,2485,131
SP10,G6,P01,27-03-2023,7091,245
SP02,G2,P02,27-03-2023,6846,428
SP21,G2,P17,27-03-2023,1204,49
SP24,G6,P20,27-03-2023,1883,111
SP13,G5,P21,27-03-2023,2723,144
